Codigo;Nombre_x;Ciudad;Categoria;Activo;Vendedor;Barrio;DiaVisita;Latitud;Longitud;Nombre_y;Nombre
1000;TIENDA ÉRICA MARCELA;SAHAGUN;;1;101014.0;;;8.969.452;-7.502.981;;
1001;TIENDA EMILIA;SAHAGUN;;1;101014.0;;;8.936.401;-75.065.346;;
1002;TIENDA DULCERÍA EL MILAGRO;SAHAGUN;;1;101014.0;;;8.955.382;-75.048.222;;
1003;TIENDA CHECHO;SAHAGUN;;1;101014.0;;;8.927.272;-75.045.471;;
1004;TIENDA DAVO;SAHAGUN;;1;101014.0;SANTA LUCIA;;89.304.932;-754.426.526;TIENDA DAVO;
1005;PANADERÍA GENESIS;SAHAGUN;;1;101014.0;;;8.934.109;-75.037.104;;
1006;TIENDA LA COSTEÑA;SAHAGUN;;1;101014.0;VENECIA;;89.338.636;-754.487.204;TIENDA LA COSTEÑA;
1007;TIENDA CANDI SHOC;SAHAGUN;;1;101014.0;;;8.948.506;-75.060.987;;
1008;TIENDA EL ÉXITO;SAHAGUN;;1;101014.0;;;8.969.649;-75.031.473;;
1009;TIENDA JESUS REDENTOR;SAHAGUN;;1;101014.0;;;8.968.145;-75.025.489;;
2127;MI HERMANO Y YO ;;;1;101014.0;;;8.951.065;-75.024.136;;
2134;LA TIENDECITA;;;1;101014.0;;;8.925.595;-75.060.431;;
2135;EL DUQUE;;;1;101014.0;;;8.923.431;-75.053.963;;
2136;NORMA;;;1;101014.0;;;8.940.604;-75.056.663;;
2137;BENDICION HD;;;1;101014.0;;;8.962.607;-75.052.392;;
2140;COOPERATIVA LA NUEVA;;;1;101014.0;VENECIA;;89.380.411;-754.485.903;COOPERATIVA LA NUEVA;
2141;YAMPY;;;1;101014.0;;;8.928.216;-7.503.012;;
2142;TAMALANDIA;;;1;101014.0;;;8.924.898;-75.020.886;;
2143;M.A;;;1;101014.0;;;8.959.782;-75.060.294;;
2144;CASIQUE;;;1;101014.0;;;8.921.446;-75.029.457;;
2145;LA FLACA;;;1;101014.0;;;8.956.513;-7.503.378;;
2146;NUEVA VIDA;;;1;101014.0;;;8.959.734;-75.066.528;;
2147;LA FE;;;1;101014.0;;;8.939.093;-75.064.437;;
2148;DONDE ALEJO;;;1;101014.0;ISLAS DE CAPRI;;89.562.483;-754.550.692;DONDE ALEJO;
2149;LA BENDICION ;;;1;101014.0;EL PRADO;;89.413.671;-754.422.428;LA BENDICION;
2150;LOS HERMANOS ;;;1;101014.0;;;8.936.719;-75.053.971;;
2151;LA 17 CON 1;;;1;101014.0;MAMONAL;;89.543.135;-754.519.189;LA 17 CON 1;
2152;SAHAGUN SALUD;;;1;101014.0;;;8.965.531;-75.046.619;;
2153;VARIEDADES JAIME;;;1;101014.0;;;892.715;-75.034.568;;
2154;PARQUESITO;;;1;101014.0;;;8.959.209;-75.042.166;;
2155;JORDAN;;;1;101014.0;;;8.959.718;-7.504.554;;
2156;YULI;;;1;101014.0;;;8.947.307;-75.048.853;;
2157;PAN ARTE;;;1;101014.0;SAN ROQUE;Miércoles;89.447.731;-754.375.074;PAN ARTE;
2158;DROGUERIA AZUL;;;1;101014.0;;;8.922.441;-75.064.835;;
2159;C Y M;;;1;101014.0;;;8.922.741;-75.038.409;;
2160;LA NEGRA;;;1;101014.0;;;8.936.888;-75.044.801;;
2247;TIENDA DAVID COOL;;;1;101014.0;;;8.966.548;-75.057.765;;
2248;TIENDA OSCAR PANTOJA;;;1;101014.0;;;8.941.689;-75.032.452;;
2249;TIENDA LA BENDICION DE DIOS;;;1;101014.0;LAS AMERICAS;;89.490.625;-75.454.401;TIENDA LA BENDICION DE DIOS;
2250;TIENDA LA 26;;;1;101014.0;SIMON BOLIVAR;Jueves;89.592.492;-754.465.625;TIENDA LA 26;
2251;TIENDA D y M;;;1;101014.0;;;8.935.658;-75.062.169;;
2252;TIENDA AMISTAD;;;1;101014.0;;;8.967.655;-75.029.824;;
2253;TIENDA ECONOMIA ;;;1;101014.0;;;895.284;-75.026.657;;
2260;BUEN PUNTO;;;1;101014.0;;;8.961.354;-75.060.901;;
2261;DROGUERIA JAG;;;1;101014.0;;;8.965.798;-75.043.263;;
2262;COPIAS JOE;;;1;101014.0;;;8.961.542;-75.025.425;;
2263;TIENDA MARIO ;;;1;101014.0;SIMON BOLIVAR;Jueves;89.591.548;-754.463.527;TIENDA MARIO;
2264;TIENDA CAFÉ TOCUBA;;;1;101014.0;;;893.707;-75.064.727;;
2265;NO HAY COMO DIOS;;;1;101014.0;;;8.932.567;-75.048.875;;
2266;TIENDA BRISA;;;1;101014.0;;;8.962.071;-75.027.193;;
2267;M y P;;;1;101014.0;;;8.921.518;-75.044.693;;
2268;DA2;;;1;101014.0;;;8.942.041;-75.059.125;;
2269;LOLA#3;;;1;101014.0;;;8.927.163;-75.053.349;;
2270;ANGELA ;;;1;101014.0;;;8.968.315;-7.505.407;;
2271;LOLA#1;;;1;101014.0;;;894.711;-75.035.079;;
2272;LA BENDICION;;;1;101014.0;EL PRADO;;89.413.671;-754.422.428;LA BENDICION;
2273;LA BENDICION DE DIOS ;;;1;101014.0;MAMONAL;Miércoles;89.547.408;-754.533.559;LA BENDICION DE DIOS;
2274;EL VECI;;;1;101014.0;MAMONAL;;89.530.639;-754.528.218;EL VECI;
2275;SALUD FARMACIA;;;1;101014.0;;;8.946.032;-75.055.186;;
2276;SOBRE LA ROCA;;;1;101014.0;;;8.935.412;-75.068.386;;
2277;PAPELERIA HEISEL;;;1;101014.0;;;8.951.648;-75.045.096;;
2278;LA FE;;;1;101014.0;;;8.923.744;-75.056.298;;
2279;PASTO VERDE;;;1;101014.0;;;8.966.583;-75.058.252;;
2280;T LA FE;;;1;101014.0;;;8.928.415;-75.045.757;;
2281;DROGUERIA LA 14;;;1;101014.0;CENTENARIO;;89.484.898;-754.472.023;DROGUERIA LA 14;
2282;MI HERMANO Y YO ;;;1;101014.0;;;8.954.777;-75.032.149;;
2283;DROGUERIA SyG;;;1;101014.0;;;8.933.052;-75.033.819;;
2284;UNIFARMA;;;1;101014.0;;;8.939.559;-75.038.615;;
2285;R y V;;;1;101014.0;;;8.952.846;-75.043.441;;
2286;BUENA VISTA;;;1;101014.0;;;8.925.684;-75.028.465;;
2287;CAFETERIA LA 14;;;1;101014.0;BOSQUE CENTRO;;89.483.308;-754.467.151;CAFETERIA LA 14;
2290;MICHELADA COLME;;;1;101014.0;;;8.923.209;-75.040.685;;
2330;PANADERIA LA TRONCAL;;;1;101014.0;;;8.955.048;-75.069.401;;
2331;TIENDA SANTANDER ;;;1;101014.0;ISLAS DE CAPRI;;89.554.323;-754.582.758;TIENDA SANTANDER;
2332;PANADERIA PAISA PAN ;;;1;101014.0;;;8.953.429;-75.061.512;;
2339;TIENDA LA VICTORIA ;;;1;101014.0;LAS AMERICAS;;89.517.832;-754.544.264;TIENDA LA VICTORIA;
2341;RINCONSITO ZULIANA;;;1;101014.0;;;8.968.006;-75.063.354;;
2347;DROGUERIA EL MANANTIAL ;;;1;101014.0;;;8.938.223;-75.064.556;;
2399;CAFETERIA  LICEO ;;;1;101014.0;;;8.967.405;-75.026.363;;
2400;CAFETERIA CORAZON DE JESUS ;;;1;101014.0;;;8.934.067;-75.037.231;;
2401;CAFETERIA ANEXA ;;;1;101014.0;;;8.962.031;-7.504.247;;
2402;CAFETERIA NORMAL SUPERIOR;;;1;101014.0;;;8.947.653;-75.058.137;;
2403;CAFETERIA SAN JOSE ;;;1;101014.0;;;8.925.825;-75.025.369;;
2404;PANADERIA DULSE PAN ;;;1;101014.0;;;8.966.191;-75.038.575;;
2405;TIENDA EL GUGU ;;;1;101014.0;;;8.938.121;-7.505.277;;
2406;TIENDA MAMONAL ;;;1;101014.0;;;8.957.468;-75.025.374;;
2407;JEHOVA YIRETH;;;1;101014.0;;;8.965.524;-75.031.236;;
2408;T EL DEPORTIVO;;;1;101014.0;;;8.953.272;-75.066.023;;
2409;VERDURAS LA CENTRAL;;;1;101014.0;;;8.929.251;-75.025.302;;
2410;KIOSCO ANA ;;;1;101014.0;;;8.951.491;-7.506.977;;
2411;T LA ESQUINA ;;;1;101014.0;;;8.926.244;-75.037.055;;
2414;PANADERIA PAN PRIMO;SAHAGUN;;1;101014.0;BOSQUE CENTRO;;89.478.804;-754.458.233;PANADERIA PAN PRIMO;
2415;TIENDA DONDE PELLO;SAHAGUN;;1;101014.0;;;8.948.606.999.999.990;-75.035.635;;
2416;TIENDA EL JUNIOR;SAHAGUN;;1;101014.0;;;8.953.768;-75.059.017;;
2417;SUPER TIENDA Y HELADERIA ESCARCHA;SAHAGUN;;1;101014.0;;;8.956.779;-75.058.368;;
2418;TIENDA LA CRUZ;SAHAGUN;;1;101014.0;LA CRUZ;;89.399.555;-754.436.772;TIENDA LA CRUZ;
2419;TIENDA EL MANE;SAHAGUN;;1;101014.0;;;8.953.652;-75.027.769;;
2420;RESTAURANTE LA CUCHARA LIBIA;SAHAGUN;;1;101014.0;;;8.954.051;-75.041.815;;
2421;KIOSCO AZUL;SAHAGUN;;1;101014.0;;;8.925.854;-75.051.844;;
2422;TIENDA J Y H;SAHAGUN;;1;101014.0;;;893.443;-75.058.031;;
2423;RESTAURANTE EL VIEJO BAUL;SAHAGUN;;1;101014.0;;;8.969.821;-75.050.575;;
2424;TIENDA LA BENDICIÓN;SAHAGUN;;1;101014.0;;;8.965.772;-75.038.673;;
2425;TIENDA J.J;SAHAGUN;;1;101014.0;;;8.960.911;-75.045.098;;
2426;TIENDA EL POBRE DANI;SAHAGUN;;1;101014.0;;;8.950.015;-75.045.604;;
2427;TIENDA DIOS ES AMOR;SAHAGUN;;1;101014.0;EL TRIUNFO;;89.264.604;-754.473.038;TIENDA DIOS ES AMOR;
2428;TIENDA EL FLACO;SAHAGUN;;1;101014.0;EL TRIUNFO;;89.273.692;-754.472.341;TIENDA EL FLACO;
2429;TIENDA ROSARIO;SAHAGUN;;1;101014.0;EL TRIUNFO;;89.272.483;-754.467.828;TIENDA ROSARIO;
2430;TIENDA DEYANIRA;SAHAGUN;;1;101014.0;;;8.968.193;-75.022.534;;
2431;TIENDA LA AMERICANA;SAHAGUN;;1;101014.0;;;8.966.913;-75.051.722;;
2432;TIENDA LA BENDICIÓN;SAHAGUN;;1;101014.0;;;8.921.943;-75.023.814;;
2433;SUPERTIENDA LA BENDICIÓN;SAHAGUN;;1;101014.0;;;8.942.579;-75.021.897;;
2434;VARIEDADES MARTA;SAHAGUN;;1;101014.0;RANCHERIA;;89.039.857;-754.519.407;VARIEDADES MARTA;
2435;TIENDA LOS VECINOS;SAHAGUN;;1;101014.0;RANCHERIA;;89.038.251;-754.521.506;TIENDA LOS VECINOS;
2436;TIENDA EYLI;SAHAGUN;;1;101014.0;;;8.963.727;-75.054.384;;
2437;TIENDA NIÑA VALE;SAHAGUN;;1;101014.0;;;8.929.645;-7.504.239;;
2438;TIENDA RUBIELA;SAHAGUN;;1;101014.0;;;8.967.978;-75.035.429;;
2439;TIENDA J. ALEJANDRO;SAHAGUN;;1;101014.0;;;8.949.673;-75.065.371;;
2440;TIENDA LOS PIMIENTO;SAHAGUN;;1;101014.0;;;895.192;-75.020.727;;
2441;TIENDA LOS TOTUMOS;SAHAGUN;;1;101014.0;RANCHERIA;;89.067.055;-754.503.609;TIENDA LOS TOTUMOS;
2442;TIENDA EL CAMPITO;SAHAGUN;;1;101014.0;;;8.965.038.999.999.990;-75.033.192;;
2443;TIENDA MERCAECONOMIA # 2;SAHAGUN;;1;101014.0;;;8.956.021;-75.035.106;;
2444;SAI BLANCA;SAHAGUN;;1;101014.0;RANCHERIA;;89.070.278;-754.480.284;SAI BLANCA;
2445;KIOSCO EL OLIVO;SAHAGUN;;1;101014.0;;;8.961.638;-75.029.724;;
2446;TIENDA MERCAECONOMIA LAZ;SAHAGUN;;1;101014.0;;;8.964.524;-75.024.568;;
2447;TIENDA LA PANTERA;SAHAGUN;;1;101014.0;;;8.946.737;-75.045.154;;
2448;TIENDA RODRIGO;SAHAGUN;;1;101014.0;BRISAS;;89.100.589;-754.450.934;TIENDA RODRIGO;
2449;TIENDA LA 10;SAHAGUN;;1;101014.0;;;8.956.268;-7.503.044;;
2450;TIENDA EL PEYO;SAHAGUN;;1;101014.0;;;896.567;-7.505.333;;
2451;TIENDA DAMARIS;SAHAGUN;;1;101014.0;;;8.939.949;-75.065.531;;
2452;TIENDA SAN JOSE;SAHAGUN;;1;101014.0;SAN JOSE;Jueves;89.567.246;-754.476.133;TIENDA SAN JOSE;
2452;TIENDA SAN JOSE;SAHAGUN;;1;101014.0;SAN JOSE;Jueves;89.567.246;-754.476.133;TIENDA SAN JOSE;
2453;TIENDA DON FIDEL;SAHAGUN;;1;101014.0;BRISAS;;89.167.106;-754.439.591;TIENDA DON FIDEL;
2454;TIENDA K Y E;SAHAGUN;;1;101014.0;BRISAS;;89.179.659;-754.439.528;TIENDA K y E;
2455;TIENDA E Y E;SAHAGUN;;1;101014.0;;;8.935.497;-75.040.688;;
2456;TIENDA JUNIOR;SAHAGUN;;1;101014.0;;;8.922.695;-75.068.363;;
2457;TIENDA DONDE JOSE;SAHAGUN;;1;101014.0;;;89.623;-7.505.222;;
2458;TIENDA DONDE JESUS;SAHAGUN;;1;101014.0;;;8.927.523;-75.044.118;;
2459;TIENDA EL ENTABLE;SAHAGUN;;1;101014.0;;;8.959.670.000.000.000;-75.059.439;;
2460;TIENDA SANTA LUCÍA 2;SAHAGUN;;1;101014.0;;;8.952.315;-75.065.963;;
2461;TIENDA TAURO;SAHAGUN;;1;101014.0;;;8.923.754;-75.043.662;;
2462;TIENDA ÉRICA MARCELA;SAHAGUN;;1;101014.0;;;8.948.202;-75.038.359;;
2463;TIENDA EMILIA;SAHAGUN;;1;101014.0;;;8.957.475;-75.021.437;;
2464;TIENDA DULCERÍA EL MILAGRO;SAHAGUN;;1;101014.0;;;8.946.985;-75.054.082;;
2465;TIENDA CHECHO;SAHAGUN;;1;101014.0;;;8.960.929;-75.056.688;;
2466;TIENDA DAVO;SAHAGUN;;1;101014.0;SANTA LUCIA;;89.304.932;-754.426.526;TIENDA DAVO;
2467;PANADERÍA GENESIS;SAHAGUN;;1;101014.0;;;8.922.438;-75.022.098;;
2468;TIENDA LA COSTEÑA;SAHAGUN;;1;101014.0;VENECIA;;89.338.636;-754.487.204;TIENDA LA COSTEÑA;
2469;TIENDA CANDI SHOC;SAHAGUN;;1;101014.0;;;8.941.618;-75.061.565;;
2470;TIENDA EL ÉXITO;SAHAGUN;;1;101014.0;;;8.928.992;-75.057.718;;
2471;TIENDA JESUS REDENTOR;SAHAGUN;;1;101014.0;;;8.948.631;-750.345;;
301;TIENDA EL OFERTON;SAHAGUN;;1;101014.0;;;8.954.180.000.000.000;-75.056.233;;
302;TIENDA ALMENDRO;SAHAGUN;;1;101014.0;;;8.968.913;-75.033.335;;
303;TIENDA LOS OLIVOS;SAHAGUN;;1;101014.0;;;8.948.888;-75.039.644;;
304;TIENDA MIRAFLORES # 2;SAHAGUN;;1;101014.0;;;894.215;-75.057.843;;
305;TIENDA NUEVO PODER;SAHAGUN;;1;101014.0;MIRAFLORES;;89.523.707;-754.579.649;TIENDA NUEVO PODER;
306;TIENDA INGRID;SAHAGUN;;1;101014.0;;;892.189;-75.064.426;;
307;TIENDA LA BENDICION DE DIOS;SAHAGUN;;1;101014.0;LAS AMERICAS;;89.490.625;-75.454.401;TIENDA LA BENDICION DE DIOS;
308;TIENDA MIRAFLORES;SAHAGUN;;1;101014.0;MIRAFLORES;;89.516.968;-754.582.399;TIENDA MIRAFLORES;
309;ESTANCO LA OFICINA;SAHAGUN;;1;101014.0;LA TRONCAL;;89.242.502;-754.437.855;ESTANCO LA OFICINA;
310;TIENDA J y E;SAHAGUN;;1;101014.0;;;8.945.751;-75.046.556;;
311;TIENDA EL PAISA;SAHAGUN;;1;101014.0;MIRAFLORES;;89.526.357;-754.566.453;TIENDA EL PAISA;
312;TIENDA CARPA AZUL;SAHAGUN;;1;101014.0;LAS AMERICAS;;89.512.742;-754.553.253;TIENDA CARPA AZUL;
313;TIENDA PUNTO VERDE;SAHAGUN;;1;101014.0;VENECIA;;8.934.471;-754.479.757;TIENDA PUNTO VERDE;
314;TIENDA LA BENDICION;SAHAGUN;;1;101014.0;MIRAFLORES;Miércoles;89.511.477;-754.555.439;TIENDA LA BENDICION;
314;TIENDA LA BENDICION;SAHAGUN;;1;101014.0;MIRAFLORES;Miércoles;89.511.477;-754.555.439;TIENDA LA BENDICION;
314;TIENDA LA BENDICION;SAHAGUN;;1;101014.0;MIRAFLORES;Jueves;89.511.477;-754.555.439;TIENDA LA BENDICION;
314;TIENDA LA BENDICION;SAHAGUN;;1;101014.0;MIRAFLORES;Jueves;89.511.477;-754.555.439;TIENDA LA BENDICION;
315;VARIEDADES LEDYS;SAHAGUN;;1;101014.0;;;8.939.901;-75.038.937;;
316;TIENDA LOS ALMENDROS;SAHAGUN;;1;101014.0;;;8.946.327;-75.027.406;;
317;TIENDA LAS AMERICAS;SAHAGUN;;1;101014.0;LAS AMERICAS;;89.505.436;-754.536.687;TIENDA LAS AMERICAS;
318;TIENDA EVER MARY;SAHAGUN;;1;101014.0;;;8.924.698;-75.038.109;;
319;TIENDA DOÑA ENIT;SAHAGUN;;1;101014.0;;;8.922.496;-75.040.941;;
320;TIENDA SOL NACIENTE;SAHAGUN;;1;101014.0;;;8.968.182;-75.041.456;;
321;TIENDA CRISNEY;SAHAGUN;;1;101014.0;;;8.940.578;-75.038.066;;
322;TIENDA LA BENDICION;SAHAGUN;;1;101014.0;MIRAFLORES;Miércoles;89.511.477;-754.555.439;TIENDA LA BENDICION;
322;TIENDA LA BENDICION;SAHAGUN;;1;101014.0;MIRAFLORES;Miércoles;89.511.477;-754.555.439;TIENDA LA BENDICION;
322;TIENDA LA BENDICION;SAHAGUN;;1;101014.0;MIRAFLORES;Jueves;89.511.477;-754.555.439;TIENDA LA BENDICION;
322;TIENDA LA BENDICION;SAHAGUN;;1;101014.0;MIRAFLORES;Jueves;89.511.477;-754.555.439;TIENDA LA BENDICION;
323;TIENDA LA NIÑA VALE;SAHAGUN;;1;101014.0;;;8.944.083;-75.042.949;;
324;TIENDA FRUVERCAR;SAHAGUN;;1;101014.0;ISLAS DE CAPRI;;89.553.044;-75.457.802;TIENDA FRUVERCAR;
325;TIENDA LA ORIENTAL;SAHAGUN;;1;101014.0;ISLAS DE CAPRI;;89.556.446;-754.576.696;TIENDA LA ORIENTAL;
326;TIENDA LA NUEVA;SAHAGUN;;1;101014.0;VENECIA;;89.343.054;-754.468.475;TIENDA LA NUEVA;
327;TIENDA J.A.;SAHAGUN;;1;101014.0;;;8.926.209;-75.069.319;;
328;TIENDA DIM;SAHAGUN;;1;101014.0;ISLAS DE CAPRI;;8.956.040.699.999.990;-754.577.158;TIENDA DIM;
329;SUPERTIENDA LA NUEVA;SAHAGUN;;1;101014.0;;;8.924.729;-75.054.281;;
330;TIENDA EL ARCA;SAHAGUN;;1;101014.0;ISLAS DE CAPRI;;89.554.323;-754.570.315;TIENDA EL ARCA;
331;TIENDA LA COLOMBIANA;SAHAGUN;;1;101014.0;BARRIO DE LOS PROFESORES;;89.538.684;-754.555.174;TIENDA LA COLOMBIANA;
332;TIENDA COMO DIOS;SAHAGUN;;1;101014.0;;;8.927.078;-75.035.393;;
333;TIENDA TUMBA CUCHARA;SAHAGUN;;1;101014.0;;;8.952.617;-75.026.356;;
334;TIENDA EL MOJOSO;SAHAGUN;;1;101014.0;;;8.957.924;-75.030.056;;
335;TIENDA E Y E;SAHAGUN;;1;101014.0;;;8.935.272;-75.061.358;;
336;SUPER TIENDA LA 16;SAHAGUN;;1;101014.0;;;8.958.701;-75.029.888;;
337;PANADERIA DELICIAS PANTOJARTE;SAHAGUN;;1;101014.0;;;8.970.695;-75.049.599;;
338;TIENDA LA ESQUINA VERDE;SAHAGUN;;1;101014.0;;;8.939.771;-75.031.409;;
339;TIENDA LA MEJOR ESQUINA;SAHAGUN;;1;101014.0;;;893.821;-75.023.692;;
340;TIENDA LA 21;SAHAGUN;;1;101014.0;;;8.964.091;-7.504.878;;
341;TIENDA MAYERLIS;SAHAGUN;;1;101014.0;;;8.958.714;-75.032.503;;
342;RESTAURANTE ARROZ PARAO;SAHAGUN;;1;101014.0;;;8.926.326;-75.025.102;;
343;TIENDA LA DESPENSA;SAHAGUN;;1;101014.0;EL 16;;89.601.206;-754.560.089;TIENDA LA DESPENSA;
344;TIENDA LA MEJOR ESQUINA;SAHAGUN;;1;101014.0;;;8.937.172;-75.025.454;;
345;TIENDA LA PEQUEÑITA;SAHAGUN;;1;101014.0;;;894.063;-75.069.688;;
346;TIENDA THIAGO;SAHAGUN;;1;101014.0;;;8.966.439;-75.065.666;;
347;TIENDA DIANA;SAHAGUN;;1;101014.0;CENTRO;Miércoles;89.484.491;-754.455.034;TIENDA DIANA;
348;TIENDA MELISSA;SAHAGUN;;1;101014.0;;;8.937.136;-75.022.727;;
349;TIENDA EL BUEN PRECIO ;SAHAGUN;;1;101014.0;;;89.687;-75.041.558;;
350;TIENDA LA NUEVA;SAHAGUN;;1;101014.0;VENECIA;;89.343.054;-754.468.475;TIENDA LA NUEVA;
351;TIENDA RENACER;SAHAGUN;;1;101014.0;RENACER;Miércoles;89.605.779;-754.551.597;TIENDA RENACER;
352;TIENDA QUIEN COMO DIOS;SAHAGUN;;1;101014.0;;;8.935.831;-75.053.797;;
353;TIENDA EL BARATON;SAHAGUN;;1;101014.0;;;8.954.796;-75.032.611;;
354;TIENDA EL OLIVO;SAHAGUN;;1;101014.0;RENACER;;89.607.624;-754.541.492;TIENDA EL OLIVO;
355;TIENDA KYCELL;SAHAGUN;;1;101014.0;RENACER;;89.607.988;-75.454.239;TIENDA KYCELL;
356;TIENDA YOLIS;SAHAGUN;;1;101014.0;;;8.924.047.999.999.990;-75.042.754;;
357;TIENDA DONDE ARGELIO;SAHAGUN;;1;101014.0;;;8.943.247;-75.025.845;;
358;TIENDA 16 DE JUNIO;SAHAGUN;;1;101014.0;;;8.938.716;-75.064.377;;
359;TIENDA SHALOM;SAHAGUN;;1;101014.0;;;892.832;-75.032.154;;
360;TIENDA BARCELONA;SAHAGUN;;1;101014.0;RENACER;;89.598.215;-754.529.328;TIENDA BARCELONA;
361;PROVEEDORA LA ESTACION;SAHAGUN;;1;101014.0;;;8.925.375;-75.035.182;;
362;TIENDA LA VIRGEN;SAHAGUN;;1;101014.0;GALILLO LARGO;Jueves;89.668.349;-754.518.354;TIENDA LA VIRGEN;
363;TIENDA LUIS;SAHAGUN;;1;101014.0;;;8.924.808;-75.029.137;;
