Codigo;Nombre_x;Ciudad;Categoria;Activo;Vendedor;Barrio;DiaVisita;Latitud;Longitud;Nombre_y;Nombre
NEW-149;;SAHAGUN;;1;;;;;;;
NEW-150;;SAHAGUN;;1;;;;;;;
NEW-151;;SAHAGUN;;1;;EL PRADO;;89.436.812;-754.403.589;;TIENDA EL REDENTOR
NEW-152;;SAHAGUN;;1;;;;;;;
NEW-153;;SAHAGUN;;1;;AVENIDA;;89.567.329;-754.513.614;;TIENDA LA AVENIDA
NEW-154;;SAHAGUN;;1;;AVENIDA;;89.571.114;-754.518.552;;ABARROTES LOS PAISITAS
;;SAHAGUN;;1;;AVENIDA;;8.957.734;-754.530.803;;DEPOSITO ANTIOQUIA #2
;;SAHAGUN;;1;;GALILLO LARGO;;89.653.936;-754.518.726;;TIENDA EL MANGO
;;SAHAGUN;;1;;GALILLO LARGO;;89.641.126;-754.517.774;;TIENDA DAVICOL
;;SAHAGUN;;1;;NUEVA ESPERANZA;;89.621.944;-754.514.271;;TERMOCEL
;;SAHAGUN;;1;;NUEVA ESPERANZA;;89.587.567;-75.450.152;;PUNTO FIJO
;;SAHAGUN;;1;;NUEVA ESPERANZA;;89.582.944;-754.490.449;;LA AMISTAD
;;SAHAGUN;;1;;NUEVA ESPERANZA;;89.582.712;-754.490.744;;MEJOR ESQUINA
;;SAHAGUN;;1;;NUEVA ESPERANZA;;89.591.912;-754.470.628;;TIENDA EL GANGAZO #4
;;SAHAGUN;;1;;ALTOS DEL POBLADO;;89.629.631;-754.444.946;;VARIEDADES MARCE
;;SAHAGUN;;1;;SIMON BOLIVAR;;89.587.809;-754.455.369;;SAN MARTIN
;;SAHAGUN;;1;;SIMON BOLIVAR;;89.585.266;-754.456.653;;TIENDA ANDRE
;;SAHAGUN;;1;;SIMON BOLIVAR;;8.958.563.999.999.990;-754.458.719;;TIENDA LA VOLUNTAD
;;SAHAGUN;;1;;SIMON BOLIVAR;;89.589.753;-754.467.221;;TIENDA EL GAME
;;SAHAGUN;;1;;SIMON BOLIVAR;;89.572.545;-754.486.748;;TIENDA EL MANANTIAL
;;SAHAGUN;;1;;SAN JOSE;;89.557.562;-754.486.459;;TIENDA MONTE SINAI
;;SAHAGUN;;1;;SAN JOSE;;89.554.445;-75.446.404;;TIENDA SANDRA
;;SAHAGUN;;1;;SAN JOSE;;89.535.355;-754.472.914;;CIELO AZUL
;;SAHAGUN;;1;;SAN ISIDRO;;89.528.424;-754.451.312;;EL CHESPI
;;SAHAGUN;;1;;SAN ISIDRO;;89.543.943;-754.446.421;;TIENDA SARA
;;SAHAGUN;;1;;SAN ISIDRO;;89.544.407;-754.452.825;;TIENDA LUDY
;;SAHAGUN;;1;;BERNARDO DUQUE;;89.595.161;-754.430.864;;TIENDA LA ECONOMIA #2
;;SAHAGUN;;1;;BERNARDO DUQUE;;89.594.959;-754.425.402;;TIENDA CASA BLANCA
;;SAHAGUN;;1;;BERNARDO DUQUE;;89.579.112;-754.423.062;;TIENDA ARCOIRIS
;;SAHAGUN;;1;;BERNARDO DUQUE;;89.581.768;-754.428.272;;TIENDA BERACA
;;SAHAGUN;;1;;EL BOSQUE;;89.415.012;-754.481.695;;TIENDA LA POCHITO
;;SAHAGUN;;1;;COSTA NORTE;;89.383.859;-754.486.775;;PUNTO AGUA SANTANA
;;SAHAGUN;;1;;VENECIA;;89.359.797;-754.468.036;;TIENDA TAMALANDIA
;;SAHAGUN;;1;;VENECIA;;89.355.998;-754.470.279;;TIENDA M y A
;;SAHAGUN;;1;;VENECIA;;89.336.987;-754.476.156;;TODO LO PUEDO EN CRISTO
;;SAHAGUN;;1;;VENECIA;;89.343.525;-754.468.348;;TIENDA HNS ARGUMEDO
;;SAHAGUN;;1;;VENECIA;;89.338.285;-754.443.826;;TIENDA Y CARNICERIA A y E
;;SAHAGUN;;1;;VENECIA;;89.332.572;-754.439.853;;TIENDA LIGIA
;;SAHAGUN;;1;;VENECIA;;89.332.572;-754.439.853;;DROGUERIA JACK
;;SAHAGUN;;1;;VENECIA;;89.330.604;-754.454.648;;EL BUEN PASTOR
;;SAHAGUN;;1;;VENECIA;;8.933.694;-754.463.859;;KIOSKO ROJO
;;SAHAGUN;;1;;VENECIA;;89.332.976;-754.468.402;;LOS RECUERDOS DE ELLA
;;SAHAGUN;;1;;VENECIA;;89.314.716;-754.437.995;;MESON DE AMY
;;SAHAGUN;;1;;SAN RAFAEL;;893.489;-754.404.682;;DONDE CALIXO
;;SAHAGUN;;1;;SAN RAFAEL;;89.366.375;-754.415.012;;TIENDA EL JOE
;;SAHAGUN;;1;;SAN RAFAEL;;893.692;-754.425.121;;EL ESQUINAZO
;;SAHAGUN;;1;;SAN RAFAEL;;89.372.654;-754.417.654;;PANADERIA DELI TORTAS
;;SAHAGUN;;1;;SAN RAFAEL;;89.379.974;-754.417.456;;TIENDA AL
;;SAHAGUN;;1;;SAN RAFAEL;;89.388.112;-754.408.719;;TIENDA MATI
;;SAHAGUN;;1;;SAN RAFAEL;;89.383.041;-754.398.094;;TIENDA LUIS ANGEL
;;SAHAGUN;;1;;SAN RAFAEL;;89.380.785;-754.379.272;;TIENDA AV
;;SAHAGUN;;1;;SAN RAFAEL;;89.397.193;-754.402.208;;TIENDA SAN RAFAEL
;;SAHAGUN;;1;;EL PRADO;;89.418.195;-754.401.547;;LA ESCARLATA
;;SAHAGUN;;1;;EL PRADO;;8.942.107;-754.417.782;;GRANITO DE MOSTAZA
;;SAHAGUN;;1;;EL PRADO;;8.943.041.299.999.990;-754.410.989;;EL MOLINO
;;SAHAGUN;;1;;CENTRO;;8.942.787.299.999.990;-754.446.179;;ESCARCHA
;;SAHAGUN;;1;;EL PRADO;;8.942.276;-754.430.244;;TIENDA DONDE NELSON
;;SAHAGUN;;1;;LA CRUZ;;8.940.082;-754.422.858;;DOÑA EMY
;;SAHAGUN;;1;;LA CRUZ;;89.390.794;-754.438.713;;PANADERIA PAISAPAN
;;SAHAGUN;;1;;LA TRONCAL;;89.280.449;-754.436.865;;KIOSKO AZUL
;;SAHAGUN;;1;;EL TRIUNFO;;89.266.982;-754.448.473;;TIENDA LA SIERRA
;;SAHAGUN;;1;;EL TRIUNFO;;89.284.486;-754.470.279;;TIENDA AMERICANA
;;SAHAGUN;;1;;RANCHERIA;;89.043.183;-754.525.455;;SUPER TIENDA LA BENDICION
;;SAHAGUN;;1;;RANCHERIA;;89.058.569;-754.513.912;;TIENDA J ALEJANDRO
;;SAHAGUN;;1;;RANCHERIA;;89.071.341;-754.481.635;;MERCAECONOMIA #2
;;SAHAGUN;;1;;BRISAS;;89.064.706;-754.465.874;;LA PANTERA
;;SAHAGUN;;1;;BRISAS;;890.494;-754.469.307;;MERCAECONOMIA
;;SAHAGUN;;1;;BRISAS;;89.099.804;-754.459.785;;CAFÉ TACUBA
;;SAHAGUN;;1;;BRISAS;;89.170.146;-754.454.484;;TIENDA BRISAS
;;SAHAGUN;;1;;BRISAS;;89.216.243;-75.443.073;;DONDE FREDY
;;SAHAGUN;;1;;LA TRONCAL;;8.926.831;-754.438.096;;DONDE JOSE
;;SAHAGUN;;1;;LA TRONCAL;;89.263.491;-754.438.904;;DONDE JESU
;;SAHAGUN;;1;;SANTA LUCIA;;89.283.529;-75.443.479;;SANTA LUCIA #2
;;SAHAGUN;;1;;SANTA LUCIA;;89.289.647;-75.442.612;;TIENDA EL TAURO
;;SAHAGUN;;1;;SANTA LUCIA;;89.287.891;-754.423.008;;TIENDA ERIKA MARCELA
;;SAHAGUN;;1;;SANTA LUCIA;;89.285.063;-754.418.432;;DONDE MIRIAM
;;SAHAGUN;;1;;SANTA LUCIA;;89.304.571;-754.416.125;;DONDE KATY
;;SAHAGUN;;1;;SANTA LUCIA;;89.317.541;-754.423.354;;TIENDA ÉXITO
NEW-1146;;SAHAGUN;;1;;LAS AMERICAS;;89.490.625;-75.454.401;;TIENDA LA BENDICION DE DIOS
NEW-1147;;SAHAGUN;;1;;;;;;;
NEW-1148;;SAHAGUN;;1;;;;;;;
NEW-1149;;SAHAGUN;;1;;;;;;;
NEW-1150;;SAHAGUN;;1;;MIRAFLORES;;89.516.968;-754.582.399;;TIENDA MIRAFLORES
NEW-1151;;SAHAGUN;;1;;MIRAFLORES;;89.523.707;-754.579.649;;TIENDA NUEVO PODER
NEW-1152;;SAHAGUN;;1;;;;;;;
NEW-1153;;SAHAGUN;;1;;;;;;;
NEW-1154;;SAHAGUN;;1;;MIRAFLORES;;89.526.357;-754.566.453;;TIENDA EL PAISA
NEW-1155;;SAHAGUN;;1;;;;;;;
NEW-1156;;SAHAGUN;;1;;MIRAFLORES;;89.511.477;-754.555.439;;TIENDA LA BENDICION
NEW-1157;;SAHAGUN;;1;;LAS AMERICAS;;89.512.742;-754.553.253;;TIENDA CARPA AZUL
NEW-1158;;SAHAGUN;;1;;;;;;;
NEW-1159;;SAHAGUN;;1;;LAS AMERICAS;;89.505.436;-754.536.687;;TIENDA LAS AMERICAS
NEW-1160;;SAHAGUN;;1;;;;;;;
NEW-1161;;SAHAGUN;;1;;LAS AMERICAS;;89.517.832;-754.544.264;;TIENDA LA VICTORIA
NEW-1162;;SAHAGUN;;1;;;;;;;
NEW-1163;;SAHAGUN;;1;;;;;;;
NEW-1164;;SAHAGUN;;1;;;;;;;
NEW-1165;;SAHAGUN;;1;;ISLAS DE CAPRI;;89.554.323;-754.582.758;;TIENDA SANTANDER
NEW-1166;;SAHAGUN;;1;;ISLAS DE CAPRI;;89.553.044;-75.457.802;;TIENDA FRUVERCAR
NEW-1167;;SAHAGUN;;1;;ISLAS DE CAPRI;;89.556.446;-754.576.696;;TIENDA LA ORIENTAL
NEW-1168;;SAHAGUN;;1;;;;;;;
NEW-1169;;SAHAGUN;;1;;ISLAS DE CAPRI;;8.956.040.699.999.990;-754.577.158;;TIENDA DIM
NEW-1170;;SAHAGUN;;1;;ISLAS DE CAPRI;;89.554.323;-754.570.315;;TIENDA EL ARCA
NEW-1171;;SAHAGUN;;1;;;;;;;
NEW-1172;;SAHAGUN;;1;;BARRIO DE LOS PROFESORES;;89.538.684;-754.555.174;;TIENDA LA COLOMBIANA
NEW-1173;;SAHAGUN;;1;;ISLAS DE CAPRI;;89.562.483;-754.550.692;;DONDE ALEJO
NEW-1174;;SAHAGUN;;1;;;;;;;
NEW-1175;;SAHAGUN;;1;;;;;;;
NEW-1176;;SAHAGUN;;1;;;;;;;
NEW-1177;;SAHAGUN;;1;;;;;;;
NEW-1178;;SAHAGUN;;1;;;;;;;
NEW-1179;;SAHAGUN;;1;;;;;;;
NEW-1180;;SAHAGUN;;1;;EL 16;;89.601.206;-754.560.089;;TIENDA LA DESPENSA
NEW-1181;;SAHAGUN;;1;;;;;;;
NEW-1182;;SAHAGUN;;1;;;;;;;
NEW-1183;;SAHAGUN;;1;;;;;;;
NEW-1184;;SAHAGUN;;1;;RENACER;;89.605.779;-754.551.597;;TIENDA RENACER
NEW-1185;;SAHAGUN;;1;;;;;;;
NEW-1186;;SAHAGUN;;1;;RENACER;;89.607.624;-754.541.492;;TIENDA EL OLIVO
NEW-1187;;SAHAGUN;;1;;RENACER;;89.607.988;-75.454.239;;TIENDA KYCELL
NEW-1188;;SAHAGUN;;1;;;;;;;
NEW-1189;;SAHAGUN;;1;;;;;;;
NEW-1190;;SAHAGUN;;1;;RENACER;;89.598.215;-754.529.328;;TIENDA BARCELONA
NEW-1191;;SAHAGUN;;1;;AVENIDA;;89.570.548;-754.519.796;;PANADERIA DELITORTAS
NEW-1192;;SAHAGUN;;1;;COROCITO;;89.564.421;-754.524.601;;TIENDA EL TOTUMO
NEW-1193;;SAHAGUN;;1;;COROCITO;;89.566.603;-754.516.695;;TIENDA JIRETH
NEW-1194;;SAHAGUN;;1;;COROCITO;;89.558.552;-754.530.961;;SUPERTIENDA LA PRINCIPAL
NEW-1195;;SAHAGUN;;1;;;;;;;
NEW-1196;;SAHAGUN;;1;;MAMONAL;;89.547.408;-754.533.559;;LA BENDICION DE DIOS
NEW-1197;;SAHAGUN;;1;;MAMONAL;;89.542.324;-75.453.887;;TIENDA AFUERA
NEW-1198;;SAHAGUN;;1;;;;;;;
NEW-1199;;SAHAGUN;;1;;;;;;;
NEW-1200;;SAHAGUN;;1;;;;;;;
NEW-1201;;SAHAGUN;;1;;MAMONAL;;89.530.639;-754.528.218;;EL VECI
NEW-1202;;SAHAGUN;;1;;;;;;;
NEW-1203;;SAHAGUN;;1;;MAMONAL;;89.543.135;-754.519.189;;LA 17 CON 1
NEW-1204;;SAHAGUN;;1;;NUEVA GRANADA;;89.523.784;-754.524.202;;TIENDA SAMARA
NEW-1205;;SAHAGUN;;1;;NUEVA GRANADA;;89.527.218;-754.510.194;;TIENDA LA FE
NEW-1206;;SAHAGUN;;1;;;;;;;
NEW-1207;;SAHAGUN;;1;;NUEVA GRANADA;;89.528.851;-754.493.933;;TIENDA ANA
NEW-1208;;SAHAGUN;;1;;;;;;;
NEW-1209;;SAHAGUN;;1;;NUEVA GRANADA;;89.532.093;-754.501.698;;TIENDA EL RETORNO
NEW-1210;;SAHAGUN;;1;;;;;;;
NEW-1211;;SAHAGUN;;1;;SAN PEDRO;;89.498.881;-754.498.995;;TIENDA LA MISMITA
NEW-1212;;SAHAGUN;;1;;;;;;;
NEW-1213;;SAHAGUN;;1;;;;;;;
NEW-1214;;SAHAGUN;;1;;SAN PEDRO;;89.487.369;-754.493.095;;ABASTOS LA BENDICION
NEW-1215;;SAHAGUN;;1;;SAN PEDRO;;89.482.004;-754.483.053;;TIENDA MARIA
NEW-1216;;SAHAGUN;;1;;;;;;;
NEW-1217;;SAHAGUN;;1;;SAN PEDRO;;89.500.567;-754.477.598;;TIENDA LA ECONOMIA
NEW-1218;;SAHAGUN;;1;;SAN PEDRO;;89.516.199;-754.480.438;;VARIEDADES MARY
NEW-1219;;SAHAGUN;;1;;SAN PEDRO;;895.177;-75.448.313;;TIENDA EL BUEN GUSTO
NEW-1220;;SAHAGUN;;1;;CENTENARIO;;8.951.402.999.999.990;-754.461.136;;DESECHABLES CENTENARIO
NEW-1221;;SAHAGUN;;1;;CENTENARIO;;89.484.898;-754.472.023;;DROGUERIA LA 14
NEW-1222;;SAHAGUN;;1;;;;;;;
NEW-1223;;SAHAGUN;;1;;;;;;;
NEW-1224;;SAHAGUN;;1;;BOSQUE CENTRO;;89.483.308;-754.467.151;;CAFETERIA LA 14
NEW-1225;;SAHAGUN;;1;;BOSQUE CENTRO;;89.478.804;-754.458.233;;PANADERIA PAN PRIMO
NEW-1226;;SAHAGUN;;1;;BOSQUE CENTRO;;89.475.386;-754.468.811;;TIENDA KINCAYA
NEW-1227;;SAHAGUN;;1;;;;;;;
NEW-1228;;SAHAGUN;;1;;;;;;;
NEW-1229;;SAHAGUN;;1;;SAN PEDRO;;89.446.665;-754.470.614;;TIENDA LOS BISCOCHOS
NEW-1230;;SAHAGUN;;1;;;;;;;
NEW-1231;;SAHAGUN;;1;;SAN PEDRO;;89.452.994;-754.481.873;;DEPOSITO LA MANO DE DIOS
NEW-1232;;SAHAGUN;;1;;;;;;;
NEW-1233;;SAHAGUN;;1;;SAN PEDRO;;89.447.649;-754.488.877;;LOLO VARIEDADES
NEW-1234;;SAHAGUN;;1;;;;;;;
NEW-1235;;SAHAGUN;;1;;;;;;;
NEW-1236;;SAHAGUN;;1;;CENTRO;;89.484.491;-754.455.034;;TIENDA DIANA
NEW-1237;;SAHAGUN;;1;;;;;;;
NEW-1238;;SAHAGUN;;1;;;;;;;
NEW-1239;;SAHAGUN;;1;;;;;;;
NEW-1240;;SAHAGUN;;1;;CENTRO;;8.948.986;-754.444.862;;DEPOSITO JHON GOMEZ
NEW-1241;;SAHAGUN;;1;;CENTRO;;89.490.211;-754.445.945;;POLLO CENTRAL
NEW-1242;;SAHAGUN;;1;;;;;;;
NEW-1243;;SAHAGUN;;1;;;;;;;
NEW-1244;;SAHAGUN;;1;;;;;;;
NEW-1245;;SAHAGUN;;1;;;;;;;
NEW-1246;;SAHAGUN;;1;;CENTRO;;89.455.064;-754.435.508;;TIENDA ONALPE
NEW-1247;;SAHAGUN;;1;;PLAYA RICA;;8.951.418.199.999.990;754.426.093;;TIENDA CAPRICHO
NEW-1248;;SAHAGUN;;1;;;;;;;
NEW-1249;;SAHAGUN;;1;;PLAYA RICA;;89.496.556;-754.417.775;;TIENDA LILI
NEW-1250;;SAHAGUN;;1;;;;;;;
NEW-1251;;SAHAGUN;;1;;;;;;;
NEW-1252;;SAHAGUN;;1;;;;;;;
NEW-1253;;SAHAGUN;;1;;;;;;;
NEW-1254;;SAHAGUN;;1;;;;;;;
NEW-1255;;SAHAGUN;;1;;SAN JUAN;;89.509.478;-754.383.464;;TIENDA A y L
NEW-1256;;SAHAGUN;;1;;SAN JUAN;;89.499.477;-754.375.169;;TIENDA EL MANA
NEW-1257;;SAHAGUN;;1;;;;;;;
NEW-1258;;SAHAGUN;;1;;;;;;;
NEW-1259;;SAHAGUN;;1;;;;;;;
NEW-1260;;SAHAGUN;;1;;SAN JUAN;;89.487.713;-754.385.649;;TIENDA SAN JUAN
NEW-1261;;SAHAGUN;;1;;SAN NICOLAS;;89.485.667;-754.382.993;;TIENDA LA MEJOR
NEW-1262;;SAHAGUN;;1;;SAN NICOLAS;;89.483.024;-754.379.255;;TIENDA SOFIA
NEW-1263;;SAHAGUN;;1;;;;;;;
NEW-1264;;SAHAGUN;;1;;;;;;;
NEW-1265;;SAHAGUN;;1;;SAN ROQUE;;8.946.857;-75.440.599;;TIENDA PUNTO ROJO
NEW-1266;;SAHAGUN;;1;;SAN ROQUE;;89.456.478;-75.441.284;;TIENDA LA 14
NEW-1267;;SAHAGUN;;1;;;;;;;
NEW-1268;;SAHAGUN;;1;;;;;;;
NEW-1269;;SAHAGUN;;1;;;;;;;
NEW-1270;;SAHAGUN;;1;;;;;;;
NEW-1271;;SAHAGUN;;1;;SAN ROQUE;;89.447.731;-754.375.074;;TIENDA LETICIA
NEW-1272;;SAHAGUN;;1;;SAN ROQUE;;89.447.731;-754.375.074;;PAN ARTE
NEW-1273;;SAHAGUN;;1;;;;;;;
NEW-1274;;SAHAGUN;;1;;MIRAMAR;;89.453.693;-754.365.002;;TIENDA MIRAMAR
NEW-1275;;SAHAGUN;;1;;;;;;;
;;SAHAGUN;;1;;MIRAMAR;;89.447.774;-754.361.804;;TIENDA LA AMISTAD
;;SAHAGUN;;1;;ANDRES RODRIGUEZ;;89.461.148;-754.320.498;;TIENDA SANTI
;;SAHAGUN;;1;;IRLANDA;;89.436.434;-754.319.438;;TIENDA LAS MELLAS
;;SAHAGUN;;1;;IRLANDA;;89.435.285;-754.309.792;;TIENDA DIOS TE BENDIGA
;;SAHAGUN;;1;;IRLANDA;;89.420.311;-75.428.973;;TIENDA LAS DOS MARIAS
;;SAHAGUN;;1;;LAS ALPUJARRAS;;89.387.648;-754.279.109;;TIENDA L y L
;;SAHAGUN;;1;;LAS ALPUJARRAS;;8.937.020.799.999.990;-754.260.777;;TIENDA CAROLINA
;;SAHAGUN;;1;;SAN ROQUE;;89.438.623;-754.393.987;;TIENDA AVI
;;SAHAGUN;;1;;EL PRADO;;89.437.034;-754.403.341;;TIENDA LA MUÑE
;;SAHAGUN;;1;;EL PRADO;;89.440.183;-754.409.886;;TIENDA DANIELA
;;SAHAGUN;;1;;GALILLO LARGO;;89.668.349;-754.518.354;;TIENDA LA VIRGEN
;;SAHAGUN;;1;;NUEVA ESPERANZA;;89.612.906;-754.503.528;;TIENDA LOS LAURELES
;;SAHAGUN;;1;;NUEVA ESPERANZA;;89.579.457;-754.504.454;;TIENDA SATELITE
;;SAHAGUN;;1;;NUEVA ESPERANZA;;89.590.863;-754.470.386;;TIENDA EL PARAISO
;;SAHAGUN;;1;;NUEVA ESPERANZA;;89.591.919;-754.479.006;;TIENDA MILET
;;SAHAGUN;;1;;SIMON BOLIVAR;;89.591.548;-754.463.527;;TIENDA MARIO
;;SAHAGUN;;1;;SIMON BOLIVAR;;89.592.492;-754.465.625;;TIENDA LA 26
;;SAHAGUN;;1;;SIMON BOLIVAR;;89.589.965;-754.459.979;;TIENDA ADRIANA
;;SAHAGUN;;1;;SIMON BOLIVAR;;89.579.818;-754.473.863;;TIENDA EL MENUDEO
;;SAHAGUN;;1;;SIMON BOLIVAR;;89.568.912;-75.447.503;;TIENDA EL ESTUDIANTE
;;SAHAGUN;;1;;SAN JOSE;;89.567.246;-754.476.133;;TIENDA SAN JOSE
;;SAHAGUN;;1;;SAN JOSE;;89.563.705;-754.480.233;;TIENDA ESTHER
;;SAHAGUN;;1;;SAN JOSE;;89.571.932;-754.463.285;;TIENDA J y L
;;SAHAGUN;;1;;SAN JOSE;;89.569.653;-754.454.793;;TIENDA EL NEGRO
;;SAHAGUN;;1;;SAN JOSE;;89.544.463;-754.475.643;;TIENDA EL CHATO
;;SAHAGUN;;1;;AVENIDA;;89.521.313;-754.467.329;;ABASTOS EL PAISA
;;SAHAGUN;;1;;SAN ISIDRO;;89.528.347;-754.454.052;;TIENDA 5 ESQUINAS
;;SAHAGUN;;1;;BERNARDO DUQUE;;89.603.732;-754.427.826;;TIENDA EL POZO
;;SAHAGUN;;1;;SAN ISIDRO;;89.526.625;-754.436.302;;TIENDA EL GALLITO
;;SAHAGUN;;1;;EL BOSQUE;;89.413.992;-754.474.141;;TIENDA LA TRONCAL JS
;;SAHAGUN;;1;;EL BOSQUE;;89.405.659;-754.491.941;;TIENDA PUNTO BLANCO
;;SAHAGUN;;1;;EL BOSQUE;;89.409.789;-754.480.609;;TIENDA CENTRAL 18
;;SAHAGUN;;1;;EL BOSQUE;;89.404.026;-754.473.122;;TIENDA EL AMIGO
;;SAHAGUN;;1;;EL BOSQUE;;89.391.639;-75.447.682;;TIENDA EL PAISAJE
;;SAHAGUN;;1;;EL BOSQUE;;89.398.154;-754.489.252;;TIENDA MILENIO HS
;;SAHAGUN;;1;;VENECIA;;89.380.411;-754.485.903;;COOPERATIVA LA NUEVA
;;SAHAGUN;;1;;VENECIA;;8.934.471;-754.479.757;;TIENDA PUNTO VERDE
;;SAHAGUN;;1;;VENECIA;;89.338.636;-754.487.204;;TIENDA LA COSTEÑA
;;SAHAGUN;;1;;VENECIA;;89.351.321;-754.462.447;;TIENDA ROSADA
;;SAHAGUN;;1;;VENECIA;;89.345.717;-754.465.511;;TIENDA EL PALMA
;;SAHAGUN;;1;;VENECIA;;89.343.054;-754.468.475;;TIENDA LA NUEVA
;;SAHAGUN;;1;;VENECIA;;89.338.259;-754.444.677;;TIENDA VENECIA
;;SAHAGUN;;1;;SAN RAFAEL;;89.358.095;-754.425.547;;TIENDA MERCA YA
;;SAHAGUN;;1;;SAN RAFAEL;;89.376.543;-754.425.526;;TIENDA DONDE REMBE
;;SAHAGUN;;1;;SAN RAFAEL;;89.382.279;-754.406.241;;TIENDA YADY
;;SAHAGUN;;1;;SAN RAFAEL;;89.387.575;-754.403.697;;TIENDA ACUARELA
;;SAHAGUN;;1;;SAN RAFAEL;;89.404.443;-754.408.618;;TIENDA LA 18
;;SAHAGUN;;1;;EL PRADO;;89.419.821;-754.409.514;;TIENDA RANDY
;;SAHAGUN;;1;;EL PRADO;;89.420.414;-754.411.726;;TIENDA LOZANO
;;SAHAGUN;;1;;EL PRADO;;8.943.455;-754.437.818;;TIENDA EL INNOVADOR
;;SAHAGUN;;1;;LA CRUZ;;89.399.555;-754.436.772;;TIENDA LA CRUZ
;;SAHAGUN;;1;;EL PRADO;;89.413.671;-754.422.428;;LA BENDICION
;;SAHAGUN;;1;;LA CRUZ;;89.399.667;-75.442.958;;TIENDA BELEN
;;SAHAGUN;;1;;EL TRIUNFO;;89.264.604;-754.473.038;;TIENDA DIOS ES AMOR
;;SAHAGUN;;1;;EL TRIUNFO;;89.273.692;-754.472.341;;TIENDA EL FLACO
;;SAHAGUN;;1;;EL TRIUNFO;;89.272.483;-754.467.828;;TIENDA ROSARIO
;;SAHAGUN;;1;;RANCHERIA;;89.039.857;-754.519.407;;VARIEDADES MARTA
;;SAHAGUN;;1;;RANCHERIA;;89.038.251;-754.521.506;;TIENDA LOS VECINOS
;;SAHAGUN;;1;;RANCHERIA;;89.067.055;-754.503.609;;TIENDA LOS TOTUMOS
;;SAHAGUN;;1;;RANCHERIA;;89.070.278;-754.480.284;;SAI BLANCA
;;SAHAGUN;;1;;BRISAS;;89.100.589;-754.450.934;;TIENDA RODRIGO
;;SAHAGUN;;1;;BRISAS;;89.104.736;-754.461.679;;TIENDA LA ESPERANZA
;;SAHAGUN;;1;;BRISAS;;89.167.106;-754.439.591;;TIENDA DON FIDEL
;;SAHAGUN;;1;;BRISAS;;89.179.659;-754.439.528;;TIENDA K y E
;;SAHAGUN;;1;;BRISAS;;89.197.144;-754.436.218;;TIENDA M y P
;;SAHAGUN;;1;;LA TRONCAL;;89.242.502;-754.437.855;;ESTANCO LA OFICINA
;;SAHAGUN;;1;;SANTA LUCIA;;89.290.498;-7.544.216;;TIENDA NO HAY COMO DIOS
;;SAHAGUN;;1;;SANTA LUCIA;;89.304.932;-754.426.526;;TIENDA DAVO